,Id,Date,Text,State
1435752,1062359508909985792,2018-11-13,"['venmo', 'paypal', 'brison', 'donate', 'relief', 'efforts', 'paradise', 'collections', 'continue', 'another', 'hours']",New Jersey
1435853,1062359056827015168,2018-11-13,"['hellish', 'destructive', 'states', 'history', 'personnel', 'continued', 'grim', 'task', 'searching', 'bodies', 'also', 'investigated', 'whether', 'faulty', 'utility', 'equipment', 'sparked', 'one', 'democrat', 'nerve', 'say', 'president', 'trump', 'fault']",Maryland
1435966,1062358512062337026,2018-11-13,"['jerry', 'brown', 'blames', 'climate', 'change', 'blesshisheart']",District of Columbia
1436040,1062357907365416961,2018-11-13,"['please', 'pray', 'insane', 'leaving', 'behind', 'much', 'tragedy', 'prayforcalifornia']",Texas
1436111,1062357407383371777,2018-11-13,"['pray', 'animals']",Lazio
1436291,1062356297469714432,2018-11-13,[],Colorado
1436665,1062353723127668738,2018-11-13,"['sad', 'hollywood', 'eats', 'gerard', 'butler', 'lost', 'house', 'leftists', 'say', 'dont', 'feel', 'sorry']",Louisiana
1436836,1062352609607143425,2018-11-13,"['dave', 'grohl', 'cooks', 'bbq', 'firefighters', 'tackling', 'californiafires']",Aragón
1436858,1062352492695076864,2018-11-13,"['animals', 'injured', 'killed', 'least']",Texas
1436978,1062351892276142080,2018-11-13,"['excellent', 'article', 'explaining', 'happening', 'informed', 'spread', 'truth']",British Columbia
1437104,1062351328616288256,2018-11-13,"['might', 'want', 'show', 'custommade', 'frame']",Aragón
1437296,1062350272633147392,2018-11-13,"['gerard', 'butler', 'miley', 'cyrus', 'stars', 'homes', 'destroyed']",Maine
1437497,1062349199629414400,2018-11-13,"['let', 'clear', 'shortcomings', 'ca', 'solely', 'blame', 'democrat', 'politicians', 'fail', 'residents', 'ca', 'fixing', 'bridges', 'dams', 'roads', 'clearing', 'brush', 'trees', 'overburden', 'would', 'keep', 'homes', 'jerrybrown']",California
1437683,1062348227947778048,2018-11-13,"['animals', 'injured', 'killed', 'least', 'heart', 'breaking', 'devastating']",England
1437839,1062347291384786945,2018-11-13,"['youre', 'looking', 'support', 'campfire', 'relief', 'financial', 'donations', 'six', 'local', 'nonprofits', 'recommended', 'nytimes', 'seeking', 'contributions', 'donation', 'goes', 'directly', 'nonprofits']",California
1437974,1062346433343315968,2018-11-13,"['get', 'yo', 'masks', 'people', 'iphone', 'says', 'unhealthy', 'airquality', 'listen', 'stay', 'inside', 'go', 'outside', 'wear', 'mask', 'paradise', 'cafire', 'californiafires', 'siriknowsbest']",California
1438407,1062343961191292928,2018-11-13,"['animals', 'injured', 'killed', 'least', 'cannot', 'wrap', 'head', 'around', 'people', 'left', 'behind', 'pets', 'suffer', 'unimaginable', 'circumstances', 'homes', 'rebuilt']",England
1438592,1062342625590738944,2018-11-13,['incredible'],Georgia
1438631,1062342369041965056,2018-11-13,"['thousandyardstyle', 'acts', 'lookout', 'preventing', 'devastating', 'destroying', 'coast', 'im', 'part', 'tuscan', 'swamps', 'leaning', 'tower', 'pisa']",Toscana
1438733,1062341776575356929,2018-11-13,"['unprecedented', 'camp', 'death', 'toll', 'hits', 'record', 'likely', 'rise']",Vaavu
1438738,1062341723358158849,2018-11-13,"['chad', 'loves', 'michelle', 'rhoa', 'e', 'south', 'peach', 'reca', 'theskorpionshow']",Wisconsin
1438996,1062340064124915713,2018-11-13,"['live', 'coverage', 'morning', 'malibu', 'well', 'latest', 'raging', 'smoke', 'affecting', 'area']",Oregon
1439485,1062337070411194369,2018-11-13,"['lost', 'faith', 'continue', 'stand', 'strong', 'ask', 'californians', 'patient', 'allow', 'firefighters', 'continue', 'diligently', 'working', 'contain', 'god', 'bless', 'firefightersaretough']",South Carolina
1439603,1062336539492052992,2018-11-13,"['never', 'mind', 'policies', 'wont', 'allow', 'management', 'practices', 'help', 'prevent']",Arkansas
1439822,1062335128821731328,2018-11-13,"['airquality', 'tesla', 'cars', 'help', 'riders', 'breathe', 'smoke', 'cafires', 'tmtmdailybuzz']",Mississippi
1440848,1062328528966828033,2018-11-13,"['help', 'victims']",California
1441024,1062327233010941952,2018-11-13,"['heart', 'aches', 'home', 'state', 'praying', 'like', 'crazy', 'people', 'animals', 'caught', 'path', 'chaos', 'firefighters', 'bravely', 'fighting']",Florida
1441142,1062326244744880128,2018-11-13,"['first', 'hurricane', 'tornado', 'cali', 'well', 'state', 'blaming', 'aforementioned', 'president', 'trump', 'denies', 'climate', 'change', 'doesnt', 'deny', 'climate', 'change', 'denies', 'costing', 'americans', 'millions', 'jobs']",Maryland
1441159,1062326109503700993,2018-11-13,"['northern', 'deadliest', 'state', 'history']",Québec
1441475,1062323894353305607,2018-11-13,"['gerard', 'butlers', 'home', 'reportedly', 'half', 'destroyed', 'result', 'make', 'matters', 'worse', 'lost', 'half', 'face', 'stunews', 'ca']",Illinois
1441656,1062322690793582592,2018-11-13,"['kim', 'kardashian', 'kanye', 'west', 'hire', 'private', 'firefighters', 'control', 'ca']",New York
1441931,1062320930687475712,2018-11-13,"['completely', 'traumatic', 'close', 'eyes', 'night', 'see', 'sdoh', 'hiap', 'interdependence']",Pennsylvania
1441966,1062320669730529280,2018-11-13,"['makes', 'sad', 'truly', 'amazing', 'diverse', 'state']",England
1441996,1062320367396708352,2018-11-13,"['people', 'died', 'homes', 'businesses', 'destroyed', 'due', 'campfire']",Georgia
1442109,1062319477138714624,2018-11-13,"['thoughts', 'prayers', 'go', 'friends', 'fight', 'need', 'get', 'serious', 'climatechange', 'hard', 'imagine', 'losing', 'beauty', 'everywhere']",California
1442177,1062318977760837633,2018-11-13,"['ravage', 'home', 'garage', 'remains', 'land', 'burns', 'everything', 'ground', 'old', 'glory', 'still', 'tattered', 'us', 'flag', 'thing', 'untouched', 'amazing', 'america', 'still', 'stands', 'strong', 'dire', 'circumstances']",Maryland
1442501,1062316098559840257,2018-11-13,"['scientist', 'rips', 'uninformed', 'trump', 'uniformed', 'trump', 'plain', 'stupid', 'hes', 'imbecile']",Iowa
1442820,1062313524746219521,2018-11-13,"['guys', 'definitely', 'want', 'check', 'thread', 'heroic', 'acts', 'done', 'massive']",Florida
1443095,1062311242541477894,2018-11-13,"['animals', 'injured', 'killed', 'least']",England
1443168,1062310585138737152,2018-11-13,"['live', 'shot', 'tells', 'sad', 'story', 'many', 'houses', 'burned', 'beyond', 'recognition', 'statewide', 'death', 'toll', 'reached', 'found', 'northern', 'ca', 'destroyed', 'town', 'live', 'ampmet', 'californiafires']",California
1443256,1062309818168475649,2018-11-13,"['registry', 'items', 'needed', 'children', 'whose', 'families', 'devastated', 'great', 'idea', 'easy', 'give']",Pennsylvania
1443369,1062308906133872645,2018-11-13,"['praying', 'everyone', 'involved', 'hoping', 'end', 'soon']",Illinois
1443530,1062307571606962176,2018-11-13,"['tuesday', 'november', 'things', 'new', 'day', 'politics', 'amazon', 'jamal', 'khashoggi', 'stan', 'lee']",Ohio
1443564,1062307272016216064,2018-11-13,"['thinking', 'pain', 'exodus', 'many', 'horrific', 'military', 'family', 'lost', 'home', 'could', 'use', 'support', 'adoption', 'us', 'email', 'adoptionsorg', 'hearts']",Michigan
1443991,1062303381262352384,2018-11-13,"['check', 'video', 'weatherchannel']",New York
1444460,1062299176074129410,2018-11-13,"['teams', 'search', 'bodies', 'claims', 'lives']",województwo mazowieckie
1445236,1062291495728799744,2018-11-13,"['michelle', 'obama', 'el', 'chapo', 'trial', 'things', 'need', 'know', 'tuesday', 'roc']",Minnesota
1445681,1062286293487534083,2018-11-13,"['therealdonaldtrump', 'trump', 'maga', 'mikepence', 'gop']",Texas
1446164,1062281490241933312,2018-11-13,"['im', 'heart', 'broken', 'listening', 'thinking', 'fur', 'babies', 'left', 'homes', 'ppl', 'evacuated', 'would', 'literally', 'run', 'burning', 'home', 'cats', 'jack', 'pearson', 'style', 'hope', 'best', 'pet', 'heaven', 'ever']",Rhode Island
1446360,1062279739698630656,2018-11-13,"['thanks', 'cutting', 'federal', 'funding', 'forest', 'idiot']",California
1446875,1062273665885200385,2018-11-13,"['thinking', 'everyone', 'caught', 'raging', 'across', 'brave', 'people', 'fighting', 'lives', 'others', 'sending', 'prayers', 'way', 'stay', 'safe']",England
1447020,1062271928721825793,2018-11-13,"['become', 'devastating', 'extreme', 'weather', 'swings', 'global', 'warming', 'scientists', 'said', 'average', 'number', 'us', 'acres', 'burned', 'doubled', 'level', 'years', 'ago', 'californiawildfires']",Hawaii
1447458,1062266733128531968,2018-11-13,"['amazing', 'efforts', 'wishing', 'safety', 'rescuecaliforniafires']",England
1447509,1062266141844869120,2018-11-13,"['becomes', 'deadliest', 'states', 'history', 'looting', 'reports', 'emerge', 'follow', 'live']",England
1448527,1062255790910832642,2018-11-13,"['unreal', 'trump', 'empathyhow', 'question', 'causes', 'firestrump', 'blames', 'californiahow', 'america', 'deserves', 'better', 'pureandsimple', 'californiawildfires', 'wakeupamerica']",Massachusetts
1448544,1062255621586776064,2018-11-13,"['climate', 'change', 'fueling', 'scientists', 'say']",Ontario
1449134,1062250803304513536,2018-11-13,"['real', 'truth', 'real', 'cause', 'hello', 'unroll', 'thread', 'directed', 'energy', 'weapons', 'dew', 'months', 'ago', 'started', 'posting', 'share', 'think', 'interesting']",Connecticut
1449172,1062250380510281729,2018-11-13,"['thirteen', 'bodies', 'recovered', 'bringing', 'death', 'toll', 'us', 'states', 'deadliest', 'officials', 'say', 'remains', 'found', 'around', 'largely', 'incinerated', 'town', 'paradise', 'north', 'state']",England
1449218,1062249943279185920,2018-11-13,"['im', 'discusted', 'comment', 'pres', 'tweeted', 'today', 'people', 'died', 'homes', 'burnt', 'ash', 'trumpfed', 'payments', 'comment', 'shame', 'unamerican', 'say', 'things', 'tweeted', 'impeach']",Washington
1449659,1062245643173933056,2018-11-13,"['bbc', 'news', 'death', 'toll', 'reaches', 'grim', 'milestone']",England
1449887,1062243626368020480,2018-11-13,"['prayers', 'suffering', 'lost', 'everything', 'pray', 'friends', 'families', 'well', 'safe']",England
1449956,1062243051245109248,2018-11-13,"['least', 'dead', 'lethal', 'single', 'blaze', 'state', 'history']",Louisiana
1450072,1062241999095521281,2018-11-13,"['die', 'camp', 'becomes', 'deadliest', 'state', 'history']",Florida
1450787,1062235891542896640,2018-11-13,"['camp', 'deadliest', 'states', 'history', 'cnn']",California
1451371,1062231601315115008,2018-11-13,"['heart', 'goes', 'anyone', 'affected', 'moment', 'many', 'communities', 'neighborhoods', 'devastated', 'heart', 'broken', 'behalf', 'people', 'going', 'moment']",California
1451375,1062231549968445440,2018-11-13,"['trumps', 'rants', 'belie', 'feds', 'quick', 'disaster', 'response', 'politico']",Hawaii
1451688,1062229503387156480,2018-11-13,"['hardly', 'natural', 'humans', 'made', 'worse', 'every', 'step']",Baja California
1451728,1062229254866255872,2018-11-13,"['world', 'full', 'troubled', 'times', 'article', 'nice', 'see', 'people', 'helping', 'animals', 'best', 'thing', 'ive', 'read', 'today']",British Columbia
1451919,1062228045795213312,2018-11-13,"['camp', 'deadliest', 'states', 'history', 'cnn']",California
1453269,1062220305303781377,2018-11-13,"['northern', 'californiawildfires', 'kill', 'rank', 'deadliest', 'state', 'history']",California
1453275,1062220278153981953,2018-11-13,"['help', 'effected', 'wild', 'need', 'please', 'text', 'cawildfires', 'donate', 'american', 'red', 'cross', 'relief', 'help', 'redcross', 'californiawildfires', 'paradisefire']",Utah
1453452,1062219279611813890,2018-11-13,"['inmates', 'putting', 'lives', 'risk', 'putting', 'reportedly', 'dollars', 'day', 'immense', 'debate', 'wether', 'new', 'form', 'american', 'slavery']",Negros Oriental
1454001,1062216343460622336,2018-11-13,"['helpful', 'understand', 'intense', 'years', 'ago', 'dry', 'seasons', 'past', 'years', 'getting', 'progressively', 'hotter', 'dryer']",California
1454055,1062216100736167936,2018-11-13,"['colleagues', 'covering']",Oregon
1454155,1062215531065950208,2018-11-13,"['death', 'toll', 'northern', 'rises', 'trump', 'oks', 'disaster', 'declaration', 'golden', 'state']",Texas
1454586,1062213121589207040,2018-11-13,"['people', 'lost', 'lives', 'green', 'mismanagement', 'carnage', 'dead', 'missing', 'k', 'evacuated', 'photos', 'videos', 'us', 'news']",New South Wales
1454907,1062211600277520384,2018-11-13,"['havent', 'watched', 'onlythebrave', 'yet', 'glimpse', 'scale', 'based', 'true', 'story', 'also', 'biggest', 'claim', 'firefighters', 'post']",Gauteng
1454911,1062211590961815555,2018-11-13,['end'],California
1455097,1062210750951768064,2018-11-13,"['home', 'woolseyfire', 'paradisefire', 'buttecounty', 'venturacounty', 'thousandsoaks', 'borderlinebarandgrill', 'malibu', 'agourahills', 'smokeythebear']",California
1455208,1062210266228641792,2018-11-13,"['huge', 'thanks', 'prayers', 'sheriffs', 'bravely', 'fighting', 'californiawildfires', 'californiafires', 'firefighters', 'firedepartment', 'firstresponders']",California
1455232,1062210169298313216,2018-11-13,"['sob', 'afraid', 'go', 'rain', 'attend', 'veteran', 'days', 'memorial', 'service', 'troops', 'yet', 'gall', 'threaten', 'ca', 'fighterscan', 'prez', 'flogged', 'publicly', 'trumps', 'tweet', 'angers', 'firefighters', 'celebrities', 'cnnpolitics']",California
1455251,1062210100729806848,2018-11-13,"['shout', 'team', 'last', 'minute', 'put', 'together', 'donation', 'drive', 'sold', 'show', 'help', 'families', 'affected', 'even', 'though']",California
1455425,1062209184328908800,2018-11-13,"['must', 'admit', 'verizon', 'great', 'things', 'going', 'week', 'difficult', 'celebrate', 'also', 'concentrating', 'devastating', 'care', 'deeply', 'whove', 'path', 'devastation', 'heartbreaking']",California
1455808,1062206724688527360,2018-11-13,"['youre', 'looking', 'support', 'campfire', 'woolseyfire', 'relief', 'financial', 'donations', 'six', 'local', 'nonprofits', 'recommended', 'nytimes', 'article', 'donation', 'goes', 'directly', 'nonprofits']",California
1455959,1062205951074283525,2018-11-13,"['agree', 'youre', 'looking', 'support', 'campfire', 'relief', 'financial', 'donations', 'six', 'local', 'nonprofits', 'recommended', 'nytimes', 'looking', 'contributions', 'donation', 'goes', 'directly', 'nonprofits']",California
1456131,1062204928092000256,2018-11-13,[],Georgia
1456587,1062202556309483520,2018-11-13,"['one', 'way', 'help', 'need', 'due', 'put', 'peoples', 'homes', 'ruins', 'sux', 'hear', 'favorite', 'celebrities', 'affected', 'sadly']",Nebraska
1456654,1062202249311645696,2018-11-13,"['camp', 'becomes', 'states', 'deadliest', 'people', 'killed']",New York
1457166,1062200243754885120,2018-11-13,"['saw', 'cars', 'become', 'metal', 'bones', 'scary', 'never', 'know', 'face', 'life']",Maharashtra
1457215,1062200024916869121,2018-11-13,"['hearts', 'heavy', 'think', 'impacted', 'please', 'pray', 'victims', 'offer', 'whatever', 'support', 'may', 'st', 'florian', 'pray', 'protect', 'battling', 'firefighters']",Arizona
1457431,1062199104648835072,2018-11-13,"['prayers', 'firefighters', 'battling']",Alberta
1458057,1062196183349764096,2018-11-13,"['got', 'northern', 'dumpster', 'football', 'game', 'nygvssf', 'mnf']",New Jersey
1458058,1062196182980665345,2018-11-13,"['man', 'im', 'praying']",Texas
1458124,1062195897843372032,2018-11-13,"['heard', 'people', 'dead', 'im', 'angry', 'thanks', 'sierra', 'club', 'stopping', 'logging', 'forest', 'thinning', 'jerry', 'brown', 'addressing', 'issue', 'probably', 'tunnel', 'bullet', 'train', 'spotted', 'owl', 'savethepeople']",California
1458206,1062195548063719425,2018-11-13,"['heart', 'rides', 'pray', 'god', 'mercy', 'defeat', 'outrageous', 'tear', 'northern', 'southern']",South Carolina
1458272,1062195270145007617,2018-11-13,"['stand', 'battle', 'horrific', 'thank', 'first', 'responders', 'firefighters', 'woosleyfire', 'campfire', 'malibu', 'paradise', 'santaanawinds']",Florida
1458419,1062194667918376960,2018-11-13,"['youre', 'looking', 'support', 'campfire', 'woolseyfire', 'relief', 'financial', 'donations', 'heres', 'simple', 'way', 'donate', 'six', 'local', 'nonprofits', 'recommended', 'nytimes', 'donation', 'goes', 'directly', 'nonprofits']",California
1458492,1062194396400181253,2018-11-13,"['hi', 'alma', 'also', 'alma', 'youre', 'looking', 'support', 'campfire', 'woolseyfire', 'relief', 'financial', 'donations', 'six', 'local', 'nonprofits', 'recommended', 'nytimes', 'donation', 'goes', 'directly', 'nonprofits']",California
1458704,1062193495799185408,2018-11-13,"['youre', 'looking', 'support', 'campfire', 'woolseyfire', 'relief', 'financial', 'donations', 'even', 'small', 'amounts', 'help', 'six', 'local', 'nonprofits', 'recommended', 'nytimes', 'donation', 'goes', 'directly', 'nonprofits']",California
1458860,1062192907225124864,2018-11-13,"['deadliest', 'victims', 'remains', 'found']",Antwerpen
